Data,Valor,Identificador,Descrição
02/05/2026,-406.95,4a141661-98bf-4a54-acd5-742188b1edb8,Transferência enviada pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
02/05/2026,-172.35,e140eee4-25db-4840-b974-b4bddea05c5e,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,-393.96,6aa0ac32-ec88-4f14-a865-e0780af742dc,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
02/05/2026,-317.81,e811cc1f-475e-4ecc-8d06-7c4a646c6c04,Transferência enviada pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
02/05/2026,287.35,784d6544-824f-4086-8ff9-805905870cae,Transferência recebida pelo Pix - Mercadinho Preço Bom - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
02/05/2026,-308.44,372f22b0-fa0a-43e7-9323-974ed5f0e158,Transferência enviada pelo Pix - Mercadinho Preço Bom - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,375.55,b5b37120-a5e0-4ad4-8b10-7e4425aa735e,Transferência recebida pelo Pix - Maria Silva Santos - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
02/05/2026,-430.37,79057388-6290-40af-b66f-059b3842fa52,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,-359.32,047e81df-f748-457a-b03c-7c5875fb8f01,Transferência enviada pelo Pix - Ana Paula Lima - 11.289.988/0001-77 - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
02/05/2026,-39.71,f42e87bf-a215-4b4a-9130-8bc3681858f6,Transferência enviada pelo Pix - Maria Silva Santos - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,-495.49,2a93f545-58c3-4ff1-a0aa-3f8cdb028229,Transferência enviada pelo Pix - Maria Silva Santos - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
02/05/2026,194.74,3031652d-611f-4574-acff-6eb0ed7083b2,Transferência recebida pelo Pix - Maria Silva Santos - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,-164.15,904bc90d-6659-4628-b43c-018b5ea40adf,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,-434.20,1c310f9d-c946-41a3-92bc-1864fbf48303,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,-293.52,d90a025c-c1e5-4313-8543-6371e0873d27,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
02/05/2026,-225.35,47f37bca-a393-4326-83e1-ce1cd1916a50,Transferência enviada pelo Pix - Mercadinho Preço Bom - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
02/05/2026,-258.33,615a198e-fe12-4b73-9ed9-e08a2e50ddbb,Transferência enviada pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
02/05/2026,480.33,8be01002-05f0-44c2-9bfd-7d6383252de8,Transferência recebida pelo Pix - Ana Paula Lima - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
02/05/2026,-186.91,fb34af36-dfa2-45b6-8ac8-18fa05d4c1be,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
02/05/2026,-396.35,9cd6bcfd-c469-48fd-aafd-8aa111580f1f,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
02/05/2026,-78.48,f7d23dba-168d-472c-8c7e-eb18e458f829,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
02/05/2026,-331.37,711e7a1b-7c27-4ef9-9348-7ba92d5da0c3,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
02/05/2026,-358.69,398f4175-a581-472e-88d8-da4c2660afa3,Transferência enviada pelo Pix - Maria Silva Santos - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-244.58,100e97f3-2bbf-4b99-b7f9-de840cf8f08c,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,58.42,e368c6f6-de62-4f53-8baa-1be8cbec267a,Transferência recebida pelo Pix - Ana Paula Lima - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,388.52,a4fd426f-96f6-45b1-ad9f-ac0b2aa94793,Transferência recebida pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-133.99,ab759643-56a1-44b1-8d6d-4a3ecb35c582,Transferência enviada pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-322.83,c7006567-8525-4de4-84a2-bcd307fc2d22,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-329.24,4b198ecf-4d7b-40a7-8c78-dc01a10ffdc1,Transferência enviada pelo Pix - Mercadinho Preço Bom - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-189.62,d487fa62-9a90-417e-9cd0-11823c69939e,Transferência enviada pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-332.44,3956a7a2-c228-4add-92b3-e870e986c529,Transferência enviada pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,346.15,e61eb8cc-affe-42c0-9b5b-18b42f3c7db4,Transferência recebida pelo Pix - Mercadinho Preço Bom - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-421.03,d11b4f57-7276-49bb-89b4-1fca55376d8c,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-301.18,64fb847c-9c7e-4d16-b718-65b466078783,Transferência enviada pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-93.80,4c6a42dc-2090-4f4c-9bb2-ac0404e783fc,Transferência enviada pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-83.85,4a23be98-26d7-4469-a527-857b837246bb,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-36.66,99cdba45-dc0b-4847-ba9c-e69de25c988d,Transferência enviada pelo Pix - Mercadinho Preço Bom - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,474.41,7e5acd8a-d68b-43f5-8cdf-f55204620134,Transferência recebida pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-83.76,d9eb60b0-dedd-4ac1-9b7f-a67328ec8a88,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-489.34,e181f9ab-3517-498d-b65a-57e1a806770e,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,120.15,cddec3bb-03f2-4234-842c-2dee4b42599d,Transferência recebida pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-143.87,b87fd990-bbe4-4902-bcb2-f819b821310b,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-441.17,bde464f3-834a-4f2c-bba7-e01d94630bc6,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-227.76,d04ece5c-60c5-4298-910a-5084f02d8073,Transferência enviada pelo Pix - Ana Paula Lima - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-48.08,0989813a-2e97-4830-a4ac-ae8240444737,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-95.59,8dc1b09b-f6a4-48c0-bbc9-8b67e0078d05,Transferência enviada pelo Pix - Mercadinho Preço Bom - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,50.80,73a603fd-88b9-40e6-80fc-c788f1338de7,Transferência recebida pelo Pix - COMERCIAL SAO BERNARDO LTDA - 11.289.988/0001-77 - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-134.93,3da6a264-dc8e-4469-b244-3f3307163a0c,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-475.78,a435d8e5-e52b-4b21-8f76-c06273d7dbf0,Transferência enviada pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-45.24,6ecfd537-ccd2-4c39-b0de-ce97b1b25198,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-394.32,87bf45f7-e712-4125-8ee8-18fdbe0753be,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-480.61,22cb0c77-0a7c-43a1-a0a6-d6f79c5c28b5,Transferência enviada pelo Pix - Ana Paula Lima - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-450.47,f14725ba-8173-46b8-a0a6-78252b3773a0,Transferência enviada pelo Pix - Maria Silva Santos - 11.289.988/0001-77 - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-362.33,354ddddf-a4b3-4649-8248-fbd0d4dafb25,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-500.85,6b7c9600-ee71-4756-affa-bcb2a5bd1acd,Transferência enviada pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-305.01,31d21903-ccee-4bd9-87f9-7388ca92c8d5,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,444.47,77d7b231-85d3-4a96-94ba-c9047d47442d,Transferência recebida pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,36.26,381ebe71-16a4-4dc0-8771-f8e76516f53a,Transferência recebida pelo Pix - Maria Silva Santos - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,488.95,0197dd5b-2629-4fb4-942e-9fe3f28bedfe,Transferência recebida pelo Pix - Mercadinho Preço Bom - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,174.98,fd08e161-0af4-4df9-9760-bb92bcb29262,Transferência recebida pelo Pix - Leandro Oliveira Cardoso - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-294.85,83aae41a-faef-4bc5-b341-c4644f7fad3d,Transferência enviada pelo Pix - Mercadinho Preço Bom - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-42.23,53ce9406-1e9a-49a6-b6f7-c5296c8d86b2,Transferência enviada pelo Pix - Mercadinho Preço Bom - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-30.32,45cb605e-a0bf-4bed-9604-d3ce834d9ebd,Transferência enviada pelo Pix - Maria Silva Santos - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-178.50,928471b0-bed4-4e41-a60f-d67d5a9f0b3a,Transferência enviada pelo Pix - COMERCIAL SAO BERNARDO LTDA - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,40.63,436779fa-afac-4882-ab02-ac5396bd4625,Transferência recebida pelo Pix - COMERCIAL SAO BERNARDO LTDA - 11.289.988/0001-77 - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-210.35,6430650d-54e2-48b8-be9a-d546e2c83ae6,Transferência enviada pelo Pix - Mercadinho Preço Bom - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-331.72,64912ae9-2225-4b12-9232-14ad9f2d9884,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,20.54,64edea3f-6d63-4ef9-8abf-c30021f01e9b,Transferência recebida pelo Pix - Maria Silva Santos - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,-240.86,22b755c5-df38-4670-a9c4-171b94a7c04a,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,24.16,e896d12f-00c2-47a1-9d4a-416521c6c580,Transferência recebida pelo Pix - Valdivan Santos Almeida - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-284.68,ca352a7f-4283-45b2-ba5c-6f6185f8531d,Transferência enviada pelo Pix - Leandro Oliveira Cardoso - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-74.17,8f99ba1f-75a1-4ec4-8f7c-f1a0311a208a,Transferência enviada pelo Pix - Maria Silva Santos - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-307.91,c6a66a31-2fe8-4dce-8093-9e83105014f2,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-52.65,d4f5fa25-4def-4898-bfd9-2251ea63abd8,Transferência enviada pelo Pix - Maria Silva Santos - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,95.07,b99320f6-e90e-4160-b7fc-2f2ac492482d,Transferência recebida pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,64.52,cb270fc1-4cd1-4f26-9ab7-68baed7975bf,Transferência recebida pelo Pix - COMERCIAL SAO BERNARDO LTDA - •••.349.203-•• - BCO DO BRASIL S.A. (0001) Agência: 2555 Conta: 39716-4
03/05/2026,-388.41,054d58a0-7037-45ba-9c47-73d50bf6c99d,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - NU PAGAMENTOS - IP (0260) Agência: 1 Conta: 77345795-4
03/05/2026,106.66,c0ea8023-b182-43c7-a3f6-39d2be6ce88f,Transferência recebida pelo Pix - Ana Paula Lima - •••.349.203-•• - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
03/05/2026,-119.50,af03a2ff-7d80-440f-afef-fb38154e8d5e,Transferência enviada pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-393.11,74359541-1596-49c8-be8c-a75a4d3144dd,Transferência enviada pelo Pix - Ana Paula Lima - •••.349.203-•• - BANCO BRADESCO S.A. (0237) Agência: 1234 Conta: 56789-0
03/05/2026,-43.84,7ada8783-dcfd-4ac1-90f2-a33212f0a625,Transferência enviada pelo Pix - Valdivan Santos Almeida - 11.289.988/0001-77 - ITAU UNIBANCO S.A. (0341) Agência: 0100 Conta: 12345-6
